Appliances,lights,T_out,RH_out,Press_mm_hg,Windspeed,Visibility,Tdewpoint,rv1,rv2
265.7,61,20.95,40.02,735.2,3.66,61.42,11.63,2.0244,4.3875
230.8,23,15.63,28.98,736.69,1.53,9.47,7.41,45.5589,17.7285
259.7,49,23.21,69.95,741.49,11.63,39.26,19.6,21.9414,18.8415
272.1,28,22.11,75.18,736.28,1.98,33.74,15.01,27.0636,12.6276
267.5,40,21.77,56.58,743.63,3.08,20.8,19.43,2.6597,30.0512
273.6,68,21.43,29.07,729.34,4.6,20.2,18.53,22.1159,47.1102
237.4,69,20.51,78.99,733.47,5.17,17.89,17.66,47.6145,48.7712
283.2,61,23.57,85.78,739.98,12.59,46.45,14.28,25.7899,16.8338
238.8,28,19.79,87.11,738.22,3.24,37.77,9.99,25.6912,39.5092
156.4,61,23.7,84.27,740.23,8.55,8.04,21.48,46.4722,10.2074
159.2,30,24.4,32.48,738.86,8.47,37.16,16.68,6.1213,18.3029
146.6,2,24.25,38.53,739.59,2.69,58.65,14.5,0.7306,45.7023
206.1,63,28.03,39.95,743.85,5.14,64.78,20.97,35.679,19.0494
136.7,68,22.38,83.05,730.55,4.1,50.9,18.62,29.9313,43.0217
154.3,60,22.32,55.62,731.27,10.77,33.1,13.16,16.3281,38.2227
188.6,45,24.31,31.6,740.12,13.12,62.42,15.5,47.9868,26.8889
133.6,65,23.87,79.91,737.41,4.73,2.43,15.82,17.1268,26.0441
148.4,49,23.65,73.87,732.09,13.36,42.84,20.32,26.6496,34.4681
158.5,16,24.82,29.56,737.07,3.08,7.5,18.21,11.2371,26.9401
133.1,14,23.97,88.67,732.88,0.38,62.01,21.58,49.2333,30.6756
164.4,23,24.44,83.82,744.66,9.13,60.73,21.14,37.2836,39.023
158.3,22,22.33,74.69,737.75,12.43,43.36,18.29,26.9831,7.7724
183.3,30,26.93,54.49,731.59,4.61,36.98,22.71,2.4609,26.0262
166.5,12,25.86,91.44,734.26,13.27,4.25,20.84,30.3779,23.661
131.7,57,21.31,31.87,737.48,8.64,4.85,11.65,32.0161,38.7114
172.3,18,26.81,76.75,743.78,10.27,65.71,21.15,49.7802,31.9941
124.8,28,21.21,89.06,745.21,9.17,22.31,14.06,34.9252,37.0416
198.2,27,25.44,51.65,741.95,11.27,33.71,22.13,33.725,33.1286
181.7,39,25.68,40.42,733.11,1.45,5.17,19.73,18.7168,7.5334
160.5,13,24.73,47.96,739.74,6.64,58.61,20.47,8.2085,28.9775
155.1,47,27.48,61.81,745.67,5.81,17.47,20.49,30.6759,35.5484
183.5,47,26.74,40.72,735.42,12.43,37.5,19.55,23.1845,38.2368
184.8,3,26.63,28.06,730.85,7.8,59.74,21.78,26.7513,28.77
142.9,51,23.98,27.24,745.6,13.96,13.81,15.15,34.2259,30.7375
170.5,53,23.48,37.75,745.76,10.53,62.78,18.34,34.9792,5.0211
169.8,55,24.87,54.55,733.64,1.89,8.07,14.89,15.7978,47.1447
169.3,9,23.99,35.74,730.0,8.71,15.62,20.17,24.976,2.8999
193.7,11,26.43,72.26,742.06,9.96,37.99,22.14,26.872,19.838
198.8,57,26.92,73.5,738.37,11.87,54.51,21.15,34.1288,1.0835
127.0,54,21.03,31.11,740.61,10.0,7.62,15.99,13.8447,42.5463
146.2,6,22.64,90.29,732.88,11.64,19.11,19.56,9.88,32.4923
161.2,65,25.41,48.9,731.81,1.24,52.36,17.1,36.6543,34.607
123.1,14,19.45,71.12,743.12,13.32,2.64,11.86,28.5731,3.577
134.0,21,22.44,24.53,735.13,7.06,37.78,18.78,9.9388,26.2703
149.3,1,21.89,43.28,735.83,3.62,22.66,15.94,33.9754,44.329
136.4,19,18.54,43.85,738.0,1.84,6.34,16.09,0.7932,6.9464
117.5,26,18.52,92.31,743.92,13.76,4.7,13.27,12.7572,23.7931
140.1,56,20.18,56.66,738.96,12.8,42.24,17.25,41.4136,41.5701
135.3,55,19.31,88.22,730.0,2.68,16.18,14.63,48.2541,19.9892
160.2,55,21.21,51.79,742.15,1.7,21.05,16.02,12.0884,31.6451
120.3,30,21.66,50.29,738.31,0.9,25.38,13.7,31.4236,37.8981
133.6,8,15.25,44.47,729.03,0.19,4.16,11.9,49.7831,2.7112
115.9,54,16.0,82.34,742.67,6.05,17.68,12.51,39.6448,25.6692
124.2,56,16.78,74.65,745.61,5.05,23.2,8.24,7.3501,15.2171
86.3,69,16.36,72.91,739.15,10.86,19.82,7.52,20.8174,47.4065
132.3,19,15.55,40.73,734.08,13.39,27.22,9.07,20.8319,48.3334
103.2,18,17.12,61.98,743.4,7.01,22.72,9.02,47.2628,5.048
294.7,0,15.91,94.74,741.29,11.56,29.34,12.35,9.5746,33.8729
301.7,57,11.52,48.59,738.0,10.42,29.45,8.89,23.9909,0.547
262.6,54,14.78,25.0,733.95,8.31,19.01,12.18,17.6613,35.0358
283.9,66,16.21,46.25,743.24,6.24,47.64,11.45,43.844,28.733
281.3,30,16.62,47.61,737.17,1.43,63.18,10.67,1.9963,39.4466
292.0,39,17.14,45.78,741.71,13.1,8.1,13.41,0.589,14.6283
328.1,1,12.13,86.78,742.19,7.46,19.54,2.65,20.5471,23.8515
305.4,67,12.66,80.37,742.57,2.06,64.03,5.0,41.1624,46.6641
289.3,30,14.79,54.92,735.47,1.96,19.38,12.26,34.8149,28.8519
277.3,33,13.16,51.08,738.45,12.37,45.1,10.08,1.661,33.6132
306.6,63,12.86,55.82,740.55,10.43,30.86,10.37,33.3158,45.8012
323.7,1,11.56,58.04,731.56,0.11,31.16,2.6,33.0223,32.5025
314.8,68,12.57,81.45,737.44,1.82,21.6,7.01,15.8653,25.9533
336.2,14,8.4,45.55,742.04,12.38,42.49,-1.41,38.2374,21.9267
326.3,44,8.22,37.43,739.92,8.87,51.29,-1.34,19.6667,3.6585
324.4,17,9.47,30.53,737.46,10.58,34.82,3.21,23.1457,44.4955
335.8,11,7.51,87.58,729.76,5.2,56.63,1.53,16.7889,29.3516
316.6,12,9.67,86.09,735.26,12.26,8.55,2.12,48.0483,3.0173
346.1,43,6.72,62.58,739.49,11.11,52.47,3.21,35.0626,1.3716
359.9,27,4.48,68.37,739.72,12.51,56.52,-1.34,49.2084,31.4733
338.9,25,7.07,41.36,743.77,2.98,32.96,-1.49,20.0182,15.8827
367.7,22,6.05,40.49,739.9,9.75,23.9,2.46,45.2538,34.3226
344.7,10,8.58,43.19,735.01,10.1,58.05,4.28,37.0193,44.3516
341.7,53,8.22,78.31,740.02,5.13,51.58,5.84,47.2644,19.1571
316.8,49,5.97,86.92,738.01,7.37,40.15,-2.48,8.8292,9.8494
368.6,49,6.01,68.79,736.62,8.97,19.67,3.52,13.2656,41.2262
358.5,35,5.97,39.34,732.54,11.67,42.44,1.23,49.5561,23.0198
316.1,52,9.26,61.72,737.33,4.89,40.12,5.09,12.1614,38.079
353.3,7,5.23,62.01,745.85,4.37,42.76,-0.76,14.9766,11.0161
371.5,50,4.78,81.3,730.5,8.64,31.09,-2.69,14.4947,45.7112
209.9,1,6.82,73.78,740.08,12.62,8.37,-2.83,0.67,36.906
227.0,35,1.64,51.14,729.21,4.25,8.09,-8.05,5.9805,19.0143
204.2,10,5.68,24.81,739.92,9.94,21.17,0.05,41.479,33.2093
204.7,11,6.64,71.29,735.98,9.09,50.5,-2.92,22.7506,3.0062
204.0,21,5.11,88.14,745.22,7.63,9.97,-4.27,41.3951,20.2238
204.6,36,4.71,72.63,739.24,2.82,9.2,1.68,37.1455,38.4463
106.3,3,10.14,52.63,736.89,7.61,62.95,5.66,40.8992,28.6766
131.9,0,5.15,59.0,738.99,2.51,8.35,1.05,1.6532,39.8684
147.7,2,6.14,23.02,733.29,0.6,34.74,-2.08,39.2058,0.4914
150.3,3,4.96,41.79,732.89,1.73,19.61,-3.88,48.4391,4.4488
162.4,4,4.33,27.05,733.65,4.59,50.2,1.46,32.5491,5.9609
127.9,3,4.26,24.27,735.57,3.23,40.53,-4.93,25.4148,11.578
183.0,3,-0.45,78.41,736.3,7.67,41.15,-4.1,7.3251,7.4393
141.9,1,4.23,27.14,737.64,8.91,13.47,-5.32,19.7678,5.3312
130.8,2,5.48,94.57,735.41,13.49,24.38,2.73,44.7898,28.8951
148.8,0,6.05,45.04,729.53,6.41,40.96,1.34,19.9859,20.0327
148.3,1,5.24,45.22,740.27,4.96,63.94,-1.3,7.2263,23.0422
165.2,1,4.02,53.22,738.35,6.54,9.14,-2.35,18.4238,38.4266
112.6,1,6.55,22.66,740.1,9.83,8.35,-2.64,24.963,39.5108
120.6,3,5.7,71.88,730.52,6.04,50.32,1.04,13.0771,18.0355
130.2,4,6.83,84.41,741.16,7.24,44.11,3.86,16.8533,11.8183
164.2,0,6.79,66.88,744.03,11.24,36.79,0.09,39.4993,10.6463
140.3,3,5.91,28.9,733.11,5.37,39.08,-0.78,23.8392,3.7652
163.4,3,4.2,76.92,734.37,5.96,31.8,-0.9,13.3021,18.7661
104.2,4,7.62,37.59,732.62,4.74,61.67,1.77,17.3361,25.0659
137.4,1,4.01,69.52,732.68,9.98,22.64,-3.02,24.5787,34.5044
104.9,2,7.81,56.76,744.05,5.84,43.78,2.31,0.0692,7.5836
119.0,2,8.26,76.53,736.21,11.88,5.83,1.11,37.3343,38.1322
116.8,1,8.12,84.66,743.53,1.86,4.16,0.87,41.644,8.134
102.7,2,9.07,42.45,740.37,7.85,43.05,1.06,26.1709,34.7437
72.6,0,11.6,31.92,740.21,11.02,50.61,3.13,6.7618,28.493
102.8,2,11.44,74.25,738.15,1.08,65.63,2.05,16.8769,22.729
84.9,2,9.46,90.43,736.69,1.53,33.83,1.04,38.7908,33.0244
106.4,1,8.97,93.44,733.78,6.27,5.63,4.42,7.459,30.3151
109.4,1,9.35,71.35,741.99,0.72,43.27,6.0,41.3763,34.3934
101.1,2,10.91,33.41,743.31,2.58,20.67,5.45,24.257,29.9166
100.9,4,13.25,45.61,736.85,3.34,16.28,4.28,4.2754,41.8964
107.6,2,10.73,31.67,742.72,13.75,24.75,4.55,19.9529,33.7795
64.2,2,14.58,78.79,745.02,7.22,21.28,9.33,49.5192,33.8984
75.6,3,12.04,76.28,737.56,8.7,34.0,7.83,42.1905,17.4464
117.2,1,12.22,27.69,744.66,7.54,7.14,4.95,9.2708,14.5426
115.8,4,10.85,57.67,732.76,2.89,65.75,3.81,7.1286,26.7435
234.9,4,15.54,76.01,731.8,8.51,38.45,10.82,7.0166,9.5001
233.0,2,14.59,83.53,742.75,0.35,52.25,5.98,30.7244,27.8959
269.0,2,11.19,49.65,737.49,0.96,47.46,7.78,46.4314,7.3821
227.3,2,14.28,66.39,740.51,4.03,15.95,11.4,13.3887,26.7268
248.4,3,15.14,89.51,729.95,9.67,56.54,12.28,3.6362,41.7297
254.4,2,12.84,41.11,735.78,2.63,27.35,6.12,39.2594,38.8128
210.0,0,18.88,37.0,742.9,12.22,29.25,13.32,34.6875,1.6523
176.8,44,17.11,81.04,734.04,2.09,65.8,13.13,47.0944,29.9312
218.0,61,18.79,94.4,739.59,9.03,59.17,10.15,28.5894,29.6529
216.3,54,18.48,28.86,743.81,4.62,48.13,10.3,4.8539,38.3195
225.6,66,19.94,80.11,734.24,12.21,2.87,17.26,37.1034,24.9122
176.1,5,18.55,84.07,736.1,12.28,18.44,11.18,37.4742,28.7243
239.1,5,20.43,30.49,738.93,4.43,11.93,16.43,13.5391,48.6405
212.7,58,21.01,20.25,739.73,13.74,28.72,15.6,3.1209,27.0852
211.5,43,19.2,62.81,743.97,4.05,43.27,14.53,8.3424,20.2846
210.2,50,20.51,52.82,731.97,4.4,1.71,16.35,26.1566,3.309
228.2,66,21.18,49.36,744.36,9.43,57.69,11.6,27.4681,10.5133
226.7,40,16.05,90.62,745.29,4.45,65.74,8.09,49.5241,17.8718
257.0,42,26.12,88.13,743.07,0.95,16.47,23.78,33.2827,18.2148
252.6,27,21.71,55.7,743.65,8.23,38.58,19.07,5.9788,2.9799
195.8,8,21.74,52.97,732.65,11.52,50.41,11.88,1.0864,8.8234
239.2,38,22.83,38.53,744.36,3.2,37.47,18.98,15.0443,2.8777
275.6,17,24.2,91.93,735.79,5.1,4.75,15.73,43.1373,11.9209
231.7,20,23.92,62.2,730.89,12.43,14.36,15.64,49.7643,41.3702
141.0,69,22.56,87.67,729.66,5.36,59.92,15.35,43.2427,19.7472
146.7,18,23.85,52.14,732.21,5.96,25.13,20.18,39.0874,40.5162
105.8,25,23.38,79.73,744.06,7.28,61.63,18.49,21.4261,26.7237
165.6,43,25.73,64.34,729.27,7.87,19.06,23.07,32.2834,11.5214
130.2,68,23.51,88.61,733.53,5.2,3.75,16.76,46.6738,40.2664
127.1,8,26.34,80.34,738.91,7.68,44.15,23.58,42.4125,18.166
114.7,19,19.09,32.29,734.87,5.07,48.59,12.26,23.4648,16.0633
155.8,15,26.83,81.51,741.38,0.68,22.77,17.61,40.5135,23.4635
140.8,25,24.36,90.03,742.7,10.31,65.01,19.23,48.4949,7.3441
128.5,21,25.78,71.62,742.77,11.08,5.48,21.52,0.7907,28.0974
143.3,42,23.97,25.18,736.18,2.76,28.0,18.42,30.1908,19.2298
133.6,67,26.29,26.32,739.37,7.38,9.5,21.18,45.0484,20.7805
129.0,50,23.5,70.31,745.68,9.36,65.21,18.25,1.8114,1.929
115.1,8,24.75,63.78,739.33,8.87,1.06,21.18,46.6854,44.6082
153.9,57,24.87,38.54,742.74,2.62,30.34,16.29,1.9197,21.5398
143.6,30,24.33,34.36,737.3,12.65,10.21,17.87,39.6905,39.01
136.5,21,25.25,45.04,735.19,9.04,41.1,20.52,37.4193,42.1651
103.2,50,21.66,82.75,730.55,3.82,61.45,14.64,29.5507,45.7226
116.0,27,24.25,48.17,740.37,4.44,30.76,15.96,19.6455,49.2444
102.9,23,22.21,25.02,729.26,12.12,29.45,13.67,4.4721,0.183
128.8,1,25.57,23.83,737.12,5.47,55.82,19.91,18.2509,33.4609
96.2,30,22.63,54.86,740.94,8.24,34.36,18.33,14.0046,38.1845
145.3,69,24.34,25.65,740.58,6.47,44.4,15.83,32.1297,42.537
113.2,66,23.39,29.15,729.84,5.09,13.2,14.16,1.292,39.6842
131.5,13,24.54,67.14,738.32,3.65,54.03,17.22,3.8833,32.62
115.5,53,23.0,20.03,744.02,1.91,57.42,18.45,12.8277,26.3568
121.6,42,25.39,57.46,731.73,3.98,36.17,15.65,39.4395,5.2761
110.8,67,22.17,29.34,734.0,5.38,36.86,14.63,15.1132,5.0886
141.7,66,22.54,71.59,732.3,8.36,1.39,13.68,5.6528,38.651
139.1,4,27.79,38.12,736.49,10.06,39.47,23.82,0.8741,1.1404
96.8,28,19.45,58.72,735.05,13.62,19.67,13.67,15.1803,26.1471
129.3,43,24.11,65.25,729.13,9.87,29.04,21.48,41.4776,32.0665
93.4,28,20.24,38.76,738.24,2.08,49.06,14.53,6.6983,32.4931
93.0,46,21.11,44.45,736.72,12.71,4.0,14.79,4.0218,18.6878
125.4,0,21.75,28.03,739.07,1.4,10.03,18.58,11.0468,31.3135
103.7,66,22.7,50.87,733.81,12.08,45.23,17.67,35.7612,20.2765
86.1,5,18.62,45.1,739.52,4.14,51.91,10.59,0.0936,6.9665
122.9,49,20.8,60.57,737.61,12.55,20.08,15.43,25.0621,38.9121
73.0,11,19.47,73.5,745.15,12.17,60.72,16.57,3.6826,30.7944
91.5,69,19.54,94.66,737.75,5.72,50.83,14.35,25.7712,25.6908
90.3,62,19.8,93.23,744.08,1.47,29.95,10.44,12.2277,26.3492
111.0,58,21.26,50.92,745.42,2.02,43.68,12.29,48.4529,26.239
90.5,7,15.24,61.41,743.26,9.61,61.05,6.48,48.6987,41.1108
82.7,60,19.89,25.6,734.26,5.96,13.73,17.32,12.8085,7.0419
105.5,52,20.59,33.0,732.24,8.18,6.04,18.46,31.1738,25.1622
80.6,49,18.31,21.65,738.67,13.2,29.25,15.3,3.6339,34.2218
91.5,57,17.24,34.74,729.61,13.41,10.22,10.18,27.1981,23.8966
88.5,47,18.52,41.15,742.92,13.58,60.09,12.63,5.7123,47.0083
248.7,20,13.19,78.34,739.36,2.86,63.4,6.72,48.4529,37.4777
310.6,55,9.65,22.3,742.38,12.2,62.75,5.47,17.7717,40.7466
215.6,35,17.72,64.07,733.25,9.09,50.24,14.37,4.5291,6.616
252.3,64,12.18,58.87,733.96,2.35,18.61,9.21,41.0253,37.502
278.2,57,14.21,35.69,745.07,8.93,57.5,5.77,41.6545,15.8435
272.3,5,14.4,44.72,731.43,3.75,47.19,5.7,42.5075,6.7711
264.5,49,13.17,42.9,737.91,13.21,51.89,4.78,2.1826,7.635
294.9,17,12.4,25.7,731.57,8.65,32.83,7.87,0.5027,41.4965
280.4,39,12.84,30.94,740.99,6.06,65.85,10.82,11.0559,4.7414
256.9,45,12.61,82.45,734.68,9.93,43.57,3.49,49.1099,41.7498
281.5,33,11.31,68.08,740.15,4.2,48.67,7.82,43.4793,43.81
227.2,2,15.88,84.12,737.95,7.42,33.36,11.83,45.264,22.8764
319.7,11,8.43,22.85,745.64,0.47,26.32,-1.55,24.7879,6.5018
289.2,66,12.36,93.81,744.63,1.89,59.93,8.45,46.1202,35.2459
268.3,8,9.37,27.35,731.15,3.52,45.24,1.0,36.3772,20.395
260.0,61,15.14,83.58,733.63,5.83,46.78,10.16,7.6167,31.0972
282.5,68,13.43,88.16,734.18,12.97,60.95,10.86,11.3228,46.5938
297.2,22,9.52,81.29,743.57,8.5,3.4,1.19,46.9213,39.8233
316.8,49,9.95,21.35,736.43,8.53,12.55,0.44,41.0706,32.8298
274.1,20,11.93,70.83,738.19,0.79,37.06,2.35,23.3673,5.0976
325.5,39,6.8,67.56,744.25,0.03,54.51,-0.67,42.4527,42.6591
340.9,12,7.18,25.87,731.19,3.75,11.0,-0.1,47.9473,27.4764
289.7,5,8.55,69.5,744.75,10.97,58.95,6.36,18.5619,1.8429
318.8,60,5.12,36.78,738.97,8.55,62.42,0.92,17.2662,48.1185
335.2,31,6.7,81.74,730.49,8.81,60.34,1.03,48.587,44.8817
294.2,30,8.24,39.9,741.81,10.24,8.13,2.4,27.2007,23.2993
330.8,69,3.29,77.03,736.42,11.83,34.72,-3.03,39.7136,14.6281
355.6,55,4.85,56.95,733.82,3.32,35.1,-4.82,16.3836,14.396
339.3,59,3.38,60.92,743.29,0.08,51.07,-0.55,3.5169,38.6399
321.5,47,6.92,56.75,739.49,7.16,23.54,-1.42,23.4649,19.9639
173.5,41,6.47,94.15,735.23,8.2,29.3,-0.13,18.808,34.2696
201.2,29,1.71,85.71,732.35,5.37,29.38,-3.25,10.606,22.1129
222.0,21,3.37,39.68,734.89,2.56,20.06,-3.34,14.3128,21.1997
185.3,14,5.92,55.31,736.31,7.85,5.7,0.96,40.7861,34.156
161.3,61,7.21,78.38,743.94,7.69,18.79,2.26,39.1839,13.5761
187.5,37,4.37,31.9,730.55,3.32,39.53,-2.75,7.1958,32.5853
150.1,1,5.65,34.09,736.86,13.24,46.21,2.25,39.765,9.0082
148.7,0,3.51,94.79,734.6,5.63,26.43,-5.88,17.3186,21.4335
171.3,3,4.61,91.78,742.82,7.33,35.93,-3.15,41.288,42.1796
107.8,4,5.9,89.38,745.45,12.74,7.5,-1.09,23.6156,44.9158
130.8,4,5.0,35.88,731.22,13.42,46.53,-2.17,38.3076,25.662
133.8,0,5.16,94.94,736.68,2.26,24.84,-4.37,10.0475,15.0884
136.6,2,4.23,80.54,741.63,7.17,7.87,-4.37,1.788,42.2681
159.0,1,3.68,49.16,729.21,9.91,50.05,-0.64,8.8544,20.5269
128.3,0,5.81,21.59,745.28,1.03,65.29,1.24,5.8341,19.963
127.4,3,8.76,63.03,729.68,8.74,52.32,5.63,6.1055,12.9128
159.6,1,4.58,81.29,744.19,11.91,14.22,-5.15,32.0523,4.9106
162.9,1,5.2,44.18,735.02,10.87,15.84,-2.19,31.2129,20.0445
177.0,0,4.26,93.02,736.68,12.26,32.19,-1.31,45.3893,14.6029
136.0,1,4.89,74.72,738.09,1.64,53.78,-1.52,13.1428,40.0134
120.9,0,6.44,94.23,735.08,1.26,4.11,2.42,25.9719,40.9622
178.7,1,1.86,91.69,740.61,9.84,41.0,-6.86,45.4998,25.1182
133.1,3,7.67,46.64,734.69,1.46,7.98,3.97,13.9152,35.6889
141.6,4,6.82,73.54,739.09,12.19,32.96,1.15,48.0887,19.1508
124.4,4,8.19,89.8,731.39,8.61,12.36,0.54,7.9845,32.2407
135.1,3,8.91,28.86,730.04,13.61,17.71,2.97,41.3994,35.5169
114.6,0,7.92,79.11,739.44,3.9,15.49,2.09,40.442,27.3411
97.3,2,10.76,34.26,737.22,10.15,30.8,5.47,44.8855,25.7044
81.5,3,13.09,63.94,742.42,12.7,36.12,8.28,5.7135,12.6332
117.8,4,10.57,64.56,741.68,6.61,36.33,6.52,8.382,40.5886
122.4,4,8.57,48.53,745.13,1.77,12.04,5.17,11.6908,48.5808
84.6,4,12.06,66.9,745.43,13.48,16.91,9.86,21.6429,46.0923
128.4,3,7.57,62.96,736.94,0.49,3.58,-0.84,43.8294,29.9824
108.3,0,9.97,58.88,736.77,3.0,61.52,5.99,9.1556,34.5868
109.9,3,10.59,93.0,734.23,4.73,2.5,5.21,41.0446,32.3734
87.2,4,9.68,28.56,730.59,3.48,59.26,7.27,34.0248,30.3009
65.6,1,14.95,57.13,742.38,8.5,24.59,8.42,35.4751,20.8549
87.7,2,10.54,23.79,743.02,4.53,29.15,6.62,39.2686,34.0705
104.6,0,11.03,27.78,735.8,9.44,36.66,3.34,12.7437,9.9185
66.8,2,14.46,90.45,737.25,11.67,41.14,10.03,41.1156,36.9546
82.0,4,14.17,48.9,735.03,3.33,18.34,7.32,44.0102,25.1744
60.7,3,10.9,73.05,735.12,3.37,30.51,8.16,39.5164,28.0763
236.9,1,14.63,66.47,740.89,10.48,21.1,7.68,23.4256,42.1538
238.7,4,13.5,90.29,729.57,2.63,10.7,6.28,12.2893,38.4807
215.7,4,17.71,44.17,736.26,11.11,19.02,8.05,29.7586,24.4868
228.3,4,17.86,46.04,731.08,10.04,39.11,11.6,49.653,44.8235
212.8,4,15.98,71.37,743.11,7.01,57.43,7.33,4.5879,3.334
240.2,1,13.58,36.01,740.15,4.83,1.41,9.65,1.0511,42.3955
210.6,27,18.29,28.86,731.43,7.77,2.54,14.14,32.6653,25.3981
197.2,33,19.13,34.83,730.26,5.07,42.96,11.03,16.6376,8.79
206.4,3,20.21,73.09,742.6,10.75,43.75,17.35,46.5324,27.0943
204.2,5,17.36,57.87,743.75,9.87,2.39,9.04,45.9734,33.2184
206.4,1,19.55,94.6,745.83,12.79,17.76,16.51,30.0173,10.5597
214.6,41,19.28,76.12,733.88,2.62,55.04,10.68,24.1668,36.967
249.2,28,24.41,69.55,745.79,4.39,47.65,19.29,8.5513,20.1574
220.1,65,20.81,37.02,738.16,3.09,4.44,14.45,49.1865,25.2281
230.0,23,21.54,78.36,738.97,8.18,3.51,13.57,29.9751,47.1031
236.9,59,22.37,33.43,729.06,2.06,58.87,18.68,43.9902,6.2449
251.3,68,21.2,63.86,734.67,12.92,36.13,11.52,21.2002,17.9972
208.3,68,21.74,84.62,745.04,2.98,53.83,13.71,12.5934,17.8628
210.4,25,19.97,37.35,730.41,5.55,46.86,16.04,5.5064,15.7138
219.4,11,19.16,37.21,742.76,3.91,9.72,11.71,27.544,5.8018
253.7,7,24.52,21.19,735.54,10.68,65.79,16.76,40.6238,3.571
262.2,0,23.02,52.2,731.02,7.12,36.32,20.7,38.2851,0.3336
234.1,3,20.82,33.04,730.98,4.88,2.35,12.46,3.7824,1.7594
227.0,47,20.17,39.34,737.0,0.94,57.6,16.87,27.2044,37.4794
125.8,44,22.19,38.29,734.43,0.68,14.25,20.01,31.9204,22.5831
117.3,16,23.34,87.07,740.37,2.1,48.22,14.72,13.5835,3.8227
76.7,25,20.45,71.49,730.82,12.6,65.01,12.3,2.9842,45.275
95.6,64,22.16,30.34,743.95,5.36,17.42,12.71,42.4949,47.0527
131.4,19,24.18,31.13,737.92,4.07,45.73,20.84,41.132,18.1078
161.1,20,27.2,34.04,733.75,2.43,23.38,24.74,11.0525,41.3087
159.6,54,29.31,27.66,739.67,11.12,41.77,26.78,18.9841,21.1666
110.0,4,23.51,46.86,737.5,12.75,64.58,15.83,9.785,10.6109
167.9,18,25.9,86.06,734.4,13.43,18.18,19.53,47.5356,47.0762
103.2,6,22.11,83.53,730.43,7.15,26.08,17.98,6.0188,36.06
119.6,21,22.31,89.73,745.17,13.09,8.82,17.94,27.4953,10.7029
160.9,3,25.89,38.17,734.35,12.54,27.19,23.26,49.3158,29.0296
142.8,39,27.3,76.06,731.41,2.31,8.25,20.09,41.7996,16.5948
153.9,69,24.09,61.71,736.48,12.91,3.15,16.89,47.8622,21.9468
131.6,10,23.85,68.48,742.67,2.41,16.7,18.78,9.9684,31.0335
128.2,26,23.32,23.7,738.97,6.56,62.25,17.45,34.6073,38.1988
140.2,30,26.46,41.79,736.24,4.36,20.33,18.52,38.5804,8.4165
138.6,36,26.3,76.27,736.07,3.78,45.3,22.23,18.3859,6.4689
125.9,5,28.04,29.69,745.19,0.59,46.05,22.29,20.1267,15.1254
140.5,33,25.53,71.66,744.46,6.47,11.83,17.24,23.9563,13.3697
144.2,24,26.22,86.87,735.4,9.52,27.45,21.75,12.2284,35.9737
132.0,44,26.55,49.29,732.11,2.76,62.78,23.96,34.5485,48.0387
151.0,17,25.92,92.02,740.88,11.3,48.03,21.77,4.8422,27.8793
171.9,28,24.99,67.75,730.75,1.53,11.68,19.65,31.8567,42.3376
103.8,22,22.83,87.85,743.44,9.56,28.95,14.41,48.1712,16.2991
104.6,40,23.28,34.53,731.55,0.61,31.89,18.03,26.2703,8.321
128.4,68,24.16,58.78,745.14,8.61,41.86,18.68,1.2207,12.3404
139.0,4,27.55,43.83,738.31,12.84,31.73,20.77,5.3068,15.9108
143.3,15,23.6,33.23,730.41,12.18,23.92,19.3,3.7349,18.1741
135.0,35,24.24,31.1,737.09,10.58,63.87,14.34,0.07,18.4183
100.8,15,19.43,59.69,729.03,3.75,16.53,9.56,44.559,3.4842
132.3,66,21.28,78.2,741.51,6.98,33.04,17.66,39.1743,41.8394
142.3,39,21.53,82.59,738.67,3.27,5.62,18.95,38.7364,42.0827
105.9,68,21.34,62.22,734.36,7.94,26.31,12.82,41.5449,17.179
129.0,2,23.04,38.04,731.73,7.04,32.29,13.68,1.4555,20.4194
151.0,50,24.94,68.98,736.13,1.55,44.05,22.5,23.0272,31.5435
100.5,65,20.23,67.51,730.04,6.42,35.97,11.33,3.8257,0.2148
119.4,36,23.6,61.68,737.3,3.56,35.02,16.0,13.7263,23.7117
107.2,31,23.05,54.6,736.89,8.48,6.75,19.33,21.7273,35.1023
111.7,2,21.2,68.26,738.31,4.07,19.25,16.58,11.2301,38.8632
113.0,52,19.44,64.59,740.67,2.79,63.47,16.08,9.7614,16.0778
85.8,37,20.94,47.27,736.98,3.74,36.09,14.58,27.6484,39.8472
103.4,55,15.98,28.33,736.31,7.32,21.46,9.98,0.0102,18.169
107.2,51,20.68,20.3,729.78,4.55,39.62,18.41,11.2022,48.4927
74.5,19,17.99,87.41,730.47,0.57,57.31,15.66,31.3618,32.9691
111.3,13,17.47,44.87,745.9,12.73,22.14,12.76,14.4341,26.4952
83.0,22,19.84,80.54,744.58,5.54,9.98,14.93,41.1752,35.0669
65.0,44,17.41,45.42,738.13,0.15,40.32,10.89,39.3358,47.3579
276.1,17,13.45,90.72,736.94,6.98,46.86,11.39,38.6097,40.7337
242.4,25,13.98,29.71,737.57,6.59,39.19,4.1,19.0611,0.8308
222.8,5,18.58,23.7,730.75,3.0,12.1,13.87,20.9456,24.1706
260.1,49,14.01,81.49,731.29,12.1,42.38,5.69,21.4943,27.2854
