Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH
01/03/2005;13.00.00;4,1;1332;361;15,1;1388;493;1596;200;2090;1050;26,5;52,8;0,1
01/03/2005;14.00.00;4,0;1268;177;16,1;1153;356;1694;149;1854;1073;17,7;50,0;0,1
01/03/2005;15.00.00;4,7;1408;391;16,4;1399;350;1847;131;2036;1013;21,1;41,7;0,1
01/03/2005;16.00.00;5,9;1520;188;15,5;972;474;1617;200;2005;1022;17,0;53,7;0,1
01/03/2005;17.00.00;5,0;1445;353;14,1;1369;431;1577;185;2071;1013;12,9;55,9;0,1
01/03/2005;18.00.00;5,0;1418;261;18,9;1278;431;1627;136;1815;1021;11,8;56,1;0,1
01/03/2005;19.00.00;7,9;1571;182;26,2;1065;582;1538;200;2126;1156;8,6;61,9;0,1
01/03/2005;20.00.00;4,9;1335;345;14,8;1412;344;1550;148;1948;1054;12,3;53,5;0,1
01/03/2005;21.00.00;4,9;1357;170;15,2;1030;332;1823;144;1962;952;5,5;63,9;0,1
01/03/2005;22.00.00;1,9;1169;50;6,1;930;171;1909;109;1944;977;8,7;66,3;0,1
01/03/2005;23.00.00;7,8;1629;239;29,9;1129;570;1340;200;2085;1227;5,3;54,5;0,1
02/03/2005;00.00.00;7,6;1611;330;28,6;1243;497;1457;200;1872;1181;6,8;55,6;0,1
02/03/2005;01.00.00;12,5;1194;349;73,5;1390;2151;1771;137;1906;960;51,7;52,8;0,1
02/03/2005;02.00.00;7,9;1666;57;26,4;859;619;1462;200;2168;1155;0,7;68,7;0,1
02/03/2005;03.00.00;7,3;1550;274;26,1;1264;547;1637;200;1955;1324;2,8;70,1;0,1
02/03/2005;04.00.00;7,0;1602;344;23,6;1222;481;1626;175;1939;1145;10,3;57,6;0,1
02/03/2005;05.00.00;6,6;1537;192;21,6;988;528;1555;200;2097;1056;14,3;60,6;0,1
02/03/2005;06.00.00;2,1;1154;247;6,5;1061;230;1782;71;1659;988;18,1;64,6;0,1
02/03/2005;07.00.00;1,4;1135;326;4,1;1160;191;1695;92;1895;1031;15,5;42,6;0,1
02/03/2005;08.00.00;4,0;1329;276;13,1;1133;270;1891;108;1845;1096;16,1;44,6;0,1
02/03/2005;09.00.00;2,9;1202;381;9,1;1401;188;1949;77;1687;952;21,5;47,4;0,1
02/03/2005;10.00.00;3,8;1340;196;14,6;1169;257;1747;88;1836;1050;21,3;40,8;0,1
02/03/2005;11.00.00;5,3;1480;180;22,0;1098;431;1768;162;2239;1085;22,9;56,6;0,1
02/03/2005;12.00.00;17,0;1527;190;116,4;1081;2207;1574;178;2051;1096;52,0;39,7;0,1
02/03/2005;13.00.00;4,4;1344;92;16,4;868;272;1799;144;1913;1031;24,8;47,9;0,1
02/03/2005;14.00.00;2,5;1202;177;7,2;990;116;2051;49;1559;843;22,2;45,3;0,1
02/03/2005;15.00.00;2,2;1189;226;7,0;1157;114;1978;36;1645;863;20,9;33,7;0,1
02/03/2005;16.00.00;1,3;1164;320;7,4;1398;101;1898;18;1552;698;26,5;63,8;0,1
02/03/2005;17.00.00;7,1;1638;237;26,5;1093;619;1551;200;2151;1286;21,0;41,4;0,1
02/03/2005;18.00.00;7,9;1618;211;28,1;1160;621;1503;200;2252;1198;10,3;54,5;0,1
02/03/2005;19.00.00;3,5;1263;226;15,8;962;222;1933;117;1837;731;6,6;53,7;0,1
02/03/2005;20.00.00;3,7;1317;311;9,9;1283;313;1814;75;1614;866;8,5;57,6;0,1
02/03/2005;21.00.00;4,9;1427;264;17,1;1216;328;1710;120;1807;1044;5,7;62,0;0,1
02/03/2005;22.00.00;1,6;1097;184;7,8;987;198;1783;65;1658;978;0,3;64,2;0,1
02/03/2005;23.00.00;2,5;1096;280;9,1;1254;190;1851;45;1542;911;1,7;56,4;0,1
03/03/2005;00.00.00;2,0;1179;359;6,5;1292;142;1836;86;1661;946;-0,3;64,0;0,1
03/03/2005;01.00.00;4,3;1282;237;16,5;1041;334;1863;162;2006;1040;7,8;54,5;0,1
03/03/2005;02.00.00;5,4;1419;295;17,3;1247;410;1521;188;2005;1049;3,9;71,9;0,1
03/03/2005;03.00.00;1,9;1219;107;7,8;987;139;1785;59;1502;1194;10,7;45,1;0,1
03/03/2005;04.00.00;4,1;1318;224;17,0;1084;346;1807;115;1852;1021;13,7;60,0;0,1
03/03/2005;05.00.00;7,5;1624;67;29,5;898;644;1450;200;2031;1057;10,2;52,9;0,1
03/03/2005;06.00.00;6,7;1531;348;21,3;1291;525;1661;200;1978;1133;16,6;60,5;0,1
03/03/2005;07.00.00;7,1;1550;247;24,5;1244;492;1457;171;1914;1050;19,0;51,0;0,1
03/03/2005;08.00.00;2,4;1165;365;11,4;1308;188;1724;76;1744;858;18,8;38,5;0,1
03/03/2005;09.00.00;3,9;1265;55;14,4;823;376;1663;165;2066;870;23,5;50,4;0,1
03/03/2005;10.00.00;0,8;1128;331;3,9;1156;62;1998;11;1688;916;21,2;48,9;0,1
03/03/2005;11.00.00;6,5;1563;292;23,6;1289;524;1615;200;2020;1081;18,9;39,7;0,1
03/03/2005;12.00.00;6,1;1456;73;19,7;1027;484;1680;200;2022;1155;23,2;46,5;0,1
03/03/2005;13.00.00;2,3;1092;102;8,7;792;164;1942;53;1488;1037;28,6;44,8;0,1
03/03/2005;14.00.00;3,0;1151;398;12,8;1409;174;1805;40;1594;913;22,3;59,3;0,1
03/03/2005;15.00.00;2,0;1178;204;7,3;1191;127;1935;19;1468;932;17,7;54,8;0,1
03/03/2005;16.00.00;5,6;1416;368;20,9;1428;521;1534;200;2077;1025;15,7;52,0;0,1
03/03/2005;17.00.00;0,9;1045;359;3,9;1304;104;1891;24;1519;788;20,2;44,2;0,1
03/03/2005;18.00.00;7,5;1531;397;26,2;1563;626;1609;200;2123;1187;14,7;55,8;0,1
03/03/2005;19.00.00;7,0;1562;158;25,2;1042;561;1393;196;2102;1133;8,9;61,9;0,1
03/03/2005;20.00.00;3,9;1272;74;13,5;856;270;1753;91;1859;905;8,9;71,2;0,1
03/03/2005;21.00.00;7,7;1637;398;25,7;1505;641;1483;200;2170;1220;5,9;70,2;0,1
03/03/2005;22.00.00;7,9;1558;262;30,9;1171;605;1722;200;2092;1015;7,7;49,0;0,1
03/03/2005;23.00.00;2,2;1129;309;8,5;1183;210;1837;68;1753;837;7,9;50,1;0,1
04/03/2005;00.00.00;7,9;1695;370;30,2;1361;653;1673;200;2008;1238;10,1;46,4;0,1
04/03/2005;01.00.00;7,1;1586;217;24,4;1097;586;1485;200;2023;1090;0,5;54,5;0,1
04/03/2005;02.00.00;0,8;1106;55;1,0;904;24;2030;2;1423;876;6,9;66,5;0,1
04/03/2005;03.00.00;5,5;1524;335;19,8;1425;503;1851;193;1989;1097;10,0;59,7;0,1
04/03/2005;04.00.00;1,0;1116;134;6,6;881;165;1687;97;1758;880;11,1;49,5;0,1
04/03/2005;05.00.00;1,7;1201;265;9,0;1092;153;1784;69;1660;940;10,9;58,6;0,1
04/03/2005;06.00.00;19,9;1297;160;90,2;1041;2369;1856;99;1523;1041;58,7;65,2;0,1
04/03/2005;07.00.00;3,8;1189;398;15,4;1375;328;1880;132;1985;959;12,4;66,5;0,1
04/03/2005;08.00.00;0,5;1003;380;0,9;1413;64;2138;43;1699;895;19,4;51,6;0,1
04/03/2005;09.00.00;5,1;1374;53;15,9;852;444;1639;175;1985;1045;19,3;52,7;0,1
04/03/2005;10.00.00;7,0;1653;387;21,3;1343;577;1453;200;1961;1016;21,6;38,8;0,1
04/03/2005;11.00.00;6,3;1518;256;22,6;1263;594;1393;200;2227;1167;25,8;30,5;0,1
04/03/2005;12.00.00;4,5;1431;50;16,1;832;347;1809;136;1794;849;24,4;57,3;0,1
04/03/2005;13.00.00;5,8;1420;122;24,6;1001;512;1765;200;2212;1108;21,7;53,2;0,1
04/03/2005;14.00.00;7,1;1538;78;25,5;846;596;1490;200;2022;1260;21,1;55,2;0,1
04/03/2005;15.00.00;5,5;1400;273;17,4;1166;432;1684;200;2318;1008;21,3;55,5;0,1
04/03/2005;16.00.00;3,4;1286;104;10,3;926;330;1723;128;1745;857;15,2;46,2;0,1
04/03/2005;17.00.00;2,2;1151;161;9,9;1166;175;1911;57;1652;892;15,6;54,6;0,1
04/03/2005;18.00.00;3,4;1226;328;12,4;1272;278;1744;98;1831;933;8,4;58,9;0,1
04/03/2005;19.00.00;1,2;1082;169;3,6;1036;120;1972;27;1361;1062;12,2;58,5;0,1
04/03/2005;20.00.00;1,5;1091;88;4,6;940;111;2052;19;1445;820;12,3;53,0;0,1
04/03/2005;21.00.00;4,8;1415;224;15,8;1085;456;1702;137;1930;1172;4,4;69,8;0,1
04/03/2005;22.00.00;3,0;1208;329;9,9;1288;342;1690;134;1849;957;4,5;61,7;0,1
04/03/2005;23.00.00;4,1;1174;120;14,7;1119;371;1731;147;2007;974;7,8;65,1;0,1
05/03/2005;00.00.00;3,0;1180;339;12,0;1344;271;1864;124;1879;1011;0,4;43,2;0,1
05/03/2005;01.00.00;4,2;1393;167;16,7;1095;323;1639;101;1898;1025;6,3;65,0;0,1
05/03/2005;02.00.00;5,2;1343;300;18,6;1226;405;1585;146;1923;1078;3,5;48,2;0,1
05/03/2005;03.00.00;7,1;1558;100;29,9;980;621;1672;200;1959;1109;9,0;58,6;0,1
05/03/2005;04.00.00;0,7;1075;119;2,7;930;125;1845;66;1578;801;5,5;70,0;0,1
05/03/2005;05.00.00;3,5;1248;285;12,4;1297;223;1659;77;1836;1003;11,3;51,2;0,1
05/03/2005;06.00.00;0,9;1041;94;4,8;1080;49;1901;15;1521;883;12,0;50,5;0,1
05/03/2005;07.00.00;8,0;1675;366;24,7;1415;658;1325;200;2079;1210;20,6;63,9;0,1
05/03/2005;08.00.00;7,0;1610;105;25,6;1105;626;1437;200;1996;1156;19,5;55,1;0,13
05/03/2005;09.00.00;6,7;1546;392;22,6;1372;579;1408;200;2136;1040;21,7;45,6;0,1
05/03/2005;10.00.00;2,8;1179;101;9,6;975;220;1847;52;1570;934;26,8;44,8;0,1
05/03/2005;11.00.00;7,8;1687;215;25,8;982;546;1641;200;2050;1040;27,6;49,0;0,1
05/03/2005;12.00.00;3,8;1321;58;14,1;804;430;1463;182;1934;989;21,1;37,6;0,1
05/03/2005;13.00.00;7,5;1545;59;24,8;917;487;1728;161;1947;1017;30,8;55,9;0,1
05/03/2005;14.00.00;2,3;1247;282;5,8;1120;182;1887;73;1729;890;23,1;49,9;0,1
05/03/2005;15.00.00;4,9;1491;101;15,5;965;344;1798;85;1798;1002;21,8;55,4;0,1
05/03/2005;16.00.00;7,1;1620;342;24,4;1048;589;1663;200;1875;1078;20,2;56,0;0,1
05/03/2005;17.00.00;3,4;1279;313;14,6;1469;319;1736;161;1953;916;21,9;47,7;0,1
05/03/2005;18.00.00;15,4;1213;236;107,8;1256;1679;1879;88;1901;793;57,9;49,2;0,1
05/03/2005;19.00.00;2,2;1206;58;7,6;834;116;1891;19;1454;823;10,3;57,5;0,1
05/03/2005;20.00.00;0,9;1030;169;0,6;1040;73;1723;32;1415;931;6,4;65,9;0,1
05/03/2005;21.00.00;0,6;988;155;0,1;861;28;1878;2;1546;854;9,2;48,4;0,1
05/03/2005;22.00.00;5,9;1455;220;17,9;1138;509;1500;188;2173;1053;7,8;44,4;0,1
05/03/2005;23.00.00;2,6;1184;162;11,6;1019;250;1850;111;1886;1099;4,7;63,6;0,1
06/03/2005;00.00.00;5,4;1378;58;16,9;913;416;1763;184;2262;1174;3,9;60,6;0,1
06/03/2005;01.00.00;7,9;1584;341;24,9;1285;670;1433;200;2157;1281;5,0;52,1;0,1
06/03/2005;02.00.00;1,9;1242;216;8,6;1222;183;1755;112;1894;696;13,1;55,2;0,1
06/03/2005;03.00.00;7,0;1554;102;25,6;979;545;1566;200;2055;1121;9,2;53,8;0,1
06/03/2005;04.00.00;5,7;1445;304;19,5;1277;511;1465;200;2213;1134;14,7;55,6;0,1
06/03/2005;05.00.00;5,6;1362;95;19,1;974;452;1685;172;2013;1189;7,9;48,3;0,1
06/03/2005;06.00.00;4,7;1446;259;19,2;1102;381;1581;128;1828;1056;15,7;38,2;0,1
06/03/2005;07.00.00;0,7;1005;245;3,3;1273;52;2010;26;1377;918;24,1;49,3;0,1
06/03/2005;08.00.00;7,8;1691;132;26,0;1036;559;1377;200;2188;1174;19,7;43,9;0,1
06/03/2005;09.00.00;7,0;1483;109;24,5;910;586;1397;200;2151;1247;22,8;51,5;0,1
06/03/2005;10.00.00;1,1;1124;274;5,8;1258;25;1983;2;1502;656;25,3;44,7;0,1
06/03/2005;11.00.00;6,0;1389;227;17,5;1236;522;1663;190;2058;1080;27,3;28,7;0,1
06/03/2005;12.00.00;7,3;1540;313;27,2;1482;625;1784;200;2049;1179;28,1;37,1;0,1
06/03/2005;13.00.00;4,7;1324;305;14,0;1207;363;1839;116;1822;935;21,1;53,7;0,1
06/03/2005;14.00.00;2,8;1238;197;12,3;1239;170;1830;80;1827;825;20,5;58,6;0,114
06/03/2005;15.00.00;2,3;1215;334;7,6;1252;214;1994;101;1852;896;21,2;52,7;0,1
06/03/2005;16.00.00;6,6;1423;339;20,2;1339;462;1908;168;2220;1009;21,2;43,9;0,1
06/03/2005;17.00.00;2,2;1292;182;6,8;1137;132;1790;75;1540;871;21,3;46,7;0,1
06/03/2005;18.00.00;6,4;1415;144;22,5;1148;553;1426;199;2187;1030;12,3;50,1;0,1
06/03/2005;19.00.00;1,6;1179;184;4,5;1057;165;1890;83;1677;1000;18,0;52,1;0,1
06/03/2005;20.00.00;7,1;1622;250;25,0;1072;639;1525;200;2127;1204;12,7;55,0;0,1
06/03/2005;21.00.00;5,6;1412;321;17,4;1259;385;1582;102;1829;1074;3,3;64,3;0,1
06/03/2005;22.00.00;3,2;1298;138;7,7;989;199;1787;46;1754;813;7,0;66,4;0,1
06/03/2005;23.00.00;7,9;1644;70;29,8;976;622;1496;200;2215;1259;4,7;50,5;0,1
07/03/2005;00.00.00;2,4;1217;117;11,8;948;186;1832;87;1843;828;10,8;55,0;0,1
07/03/2005;01.00.00;6,6;1581;334;22,7;1269;580;1465;200;2203;1178;3,2;60,9;0,1
07/03/2005;02.00.00;4,9;1345;195;16,7;1259;346;1977;118;1728;1086;9,0;58,5;0,1
07/03/2005;03.00.00;5,1;1438;195;15,7;1087;373;1754;78;1709;1142;11,5;63,2;0,1
07/03/2005;04.00.00;4,8;1408;279;16,2;1179;316;1683;146;2091;949;10,8;49,8;0,1
07/03/2005;05.00.00;3,4;1237;265;12,1;1424;313;1671;150;1930;935;13,0;50,8;0,1
07/03/2005;06.00.00;4,1;1317;343;13,7;1378;267;1779;115;1825;1009;15,6;55,0;0,1
07/03/2005;07.00.00;7,4;1616;332;27,2;1241;575;1545;200;2166;1268;14,9;51,0;0,1
07/03/2005;08.00.00;7,7;1658;286;26,4;1134;630;1529;200;1985;1177;23,0;40,2;0,1
07/03/2005;09.00.00;2,9;1272;147;9,7;1008;189;1901;82;1729;899;21,6;63,4;0,1
07/03/2005;10.00.00;4,2;1326;293;16,2;1275;286;1876;131;2053;945;23,5;45,9;0,1
07/03/2005;11.00.00;4,6;1349;255;14,6;1248;397;1556;144;2137;912;30,2;53,2;0,1
07/03/2005;12.00.00;7,0;1602;333;22,5;1324;605;1567;200;2300;1155;18,0;61,5;0,1
07/03/2005;13.00.00;6,4;1532;76;21,8;786;471;1682;183;2083;1237;22,1;62,8;0,1
07/03/2005;14.00.00;1,8;1196;122;7,5;1006;235;1956;85;2014;881;25,0;48,1;0,1
07/03/2005;15.00.00;3,9;1291;327;14,8;1302;276;1721;71;1667;947;21,0;54,0;0,1
07/03/2005;16.00.00;5,3;1323;349;20,8;1317;426;1525;135;1986;1127;16,1;56,8;0,1
07/03/2005;17.00.00;0,9;1044;97;4,2;902;151;1899;85;1606;825;19,7;49,9;0,1
07/03/2005;18.00.00;3,8;1326;292;13,1;1224;244;1992;110;1876;899;20,0;68,5;0,1
07/03/2005;19.00.00;0,6;1124;387;1,3;1436;5;1866;2;1543;757;14,0;58,0;0,1
07/03/2005;20.00.00;15,0;1338;151;105,8;962;1800;1736;146;1758;1004;57,0;55,6;0,1
07/03/2005;21.00.00;0,6;1127;344;1,3;1366;17;2000;7;1662;838;10,7;66,5;0,1
07/03/2005;22.00.00;5,4;1406;67;16,5;837;413;1809;180;2152;1172;7,2;66,2;0,1
07/03/2005;23.00.00;0,6;1075;262;0,9;1168;14;1920;2;1487;769;5,7;61,6;0,1
08/03/2005;00.00.00;6,4;1483;169;24,3;1003;501;1620;200;2029;1172;0,3;51,8;0,1
08/03/2005;01.00.00;4,0;1287;325;13,8;1378;328;1739;155;2076;1003;1,5;65,8;0,1
08/03/2005;02.00.00;4,8;1371;54;17,8;832;459;1546;200;2184;1121;10,1;55,1;0,1
08/03/2005;03.00.00;4,0;1335;211;11,7;1142;273;1787;129;1764;841;5,9;60,1;0,1
08/03/2005;04.00.00;1,6;1036;190;2,8;1017;264;1757;57;1556;1029;10,4;47,8;0,1
08/03/2005;05.00.00;3,2;1245;139;7,6;1053;237;1899;41;1617;992;12,1;46,6;0,1
08/03/2005;06.00.00;7,9;1640;307;26,9;1144;645;1465;200;2095;1123;14,3;47,4;0,1
08/03/2005;07.00.00;6,6;1528;97;21,1;982;511;1482;197;2030;1032;21,4;48,5;0,1
08/03/2005;08.00.00;5,3;1450;323;17,2;1221;397;1707;175;2164;1057;18,7;41,3;0,1
08/03/2005;09.00.00;8,0;1692;324;23,0;1328;630;1510;200;1964;1185;18,4;62,5;0,1
08/03/2005;10.00.00;1,2;1006;77;3,7;876;170;1836;93;1688;798;27,7;50,1;0,1
08/03/2005;11.00.00;6,7;1540;186;23,3;961;541;1514;200;1990;901;23,7;55,0;0,1
08/03/2005;12.00.00;1,5;1129;84;5,1;794;185;1729;76;1609;950;23,0;47,0;0,1
08/03/2005;13.00.00;3,7;1218;355;11,8;1355;330;1994;89;1881;1039;19,2;43,6;0,1
08/03/2005;14.00.00;4,5;1423;212;17,3;980;308;1897;155;1976;1067;25,2;48,0;0,1
08/03/2005;15.00.00;1,3;1137;267;3,5;1204;168;1762;92;1678;962;19,7;48,3;0,1
08/03/2005;16.00.00;2,5;1293;156;5,3;1114;303;1881;133;2088;998;18,4;49,2;0,1
08/03/2005;17.00.00;7,2;1584;101;27,4;860;458;1687;192;2193;1039;13,0;46,6;0,1
08/03/2005;18.00.00;0,9;1051;380;1,2;1332;95;1884;29;1709;825;20,1;41,2;0,1
08/03/2005;19.00.00;6,1;1504;337;23,1;1255;517;1331;196;1953;1021;11,0;55,1;0,1
08/03/2005;20.00.00;6,3;1420;221;23,8;1219;416;1432;142;1912;1005;16,2;42,1;0,1
08/03/2005;21.00.00;3,2;1393;387;14,8;1331;245;1860;110;1944;939;8,3;55,3;0,1
08/03/2005;22.00.00;7,8;1578;312;30,5;1260;556;1597;200;2077;1168;3,9;66,7;0,1
08/03/2005;23.00.00;1,7;1168;106;10,4;938;45;1862;22;1437;879;6,4;51,6;0,1
09/03/2005;00.00.00;1,5;1083;244;8,1;1250;169;1854;52;1743;884;6,5;62,3;0,1
09/03/2005;01.00.00;14,4;1573;387;74,0;1405;1671;1766;200;2236;1265;55,7;51,1;0,1
09/03/2005;02.00.00;7,2;1663;196;27,7;1009;546;1470;200;2316;1211;-0,2;65,7;0,1
09/03/2005;03.00.00;5,7;1480;76;18,7;923;434;1803;179;2040;1133;8,0;53,3;0,1
09/03/2005;04.00.00;3,7;1311;63;14,0;867;299;1675;82;1758;968;9,0;67,1;0,1
09/03/2005;05.00.00;1,5;1182;131;8,0;1038;67;2008;31;1633;890;12,4;60,6;0,1
09/03/2005;06.00.00;5,3;1457;176;21,9;985;396;1875;173;2038;1003;20,2;60,3;0,1
09/03/2005;07.00.00;5,5;1398;370;18,2;1290;571;1613;200;2019;1134;18,1;50,5;0,1
09/03/2005;08.00.00;5,2;1346;99;19,9;1020;361;1748;129;1856;862;20,4;60,9;0,1
09/03/2005;09.00.00;1,6;1137;311;0,1;1280;147;1802;46;1609;915;25,9;47,4;0,1
09/03/2005;10.00.00;3,2;1234;99;9,8;892;277;1663;130;1903;917;24,9;52,2;0,1
09/03/2005;11.00.00;4,0;1262;202;14,5;1236;399;1664;115;1820;1040;21,4;39,0;0,1
09/03/2005;12.00.00;5,6;1449;126;17,6;1042;459;1666;170;1946;1135;25,9;37,5;0,1
09/03/2005;13.00.00;7,9;1622;188;25,5;921;624;1642;200;2035;1205;17,1;58,5;0,1
09/03/2005;14.00.00;6,3;1535;350;20,2;1375;446;1624;175;1963;969;27,6;32,2;0,1
09/03/2005;15.00.00;1,0;1140;117;2,0;891;115;1902;74;1888;957;21,8;44,6;0,1
09/03/2005;16.00.00;7,6;1668;205;28,2;1082;635;1426;200;1960;1243;19,3;55,9;0,1
09/03/2005;17.00.00;5,7;1443;72;18,4;1021;430;1653;160;1904;1001;15,5;47,0;0,1
09/03/2005;18.00.00;2,3;1132;360;6,5;1353;57;2017;37;1649;937;15,2;51,2;0,1
09/03/2005;19.00.00;2,8;1179;113;10,0;1111;201;1798;76;1737;1038;15,4;60,8;0,126
09/03/2005;20.00.00;5,3;1348;167;19,2;918;466;1582;152;1934;1002;9,0;60,9;0,1
09/03/2005;21.00.00;5,0;1460;331;18,6;1318;393;1617;150;1837;1021;9,2;49,9;0,1
09/03/2005;22.00.00;3,5;1198;359;10,7;1255;294;1747;129;1937;927;5,4;60,5;0,1
09/03/2005;23.00.00;6,3;1536;228;21,9;1242;583;1668;200;2034;1034;-1,3;57,0;0,1
10/03/2005;00.00.00;7,3;1501;272;24,6;1134;507;1694;200;2084;1108;6,1;62,5;0,1
10/03/2005;01.00.00;0,9;1117;238;8,0;1132;98;1842;62;1528;855;6,7;64,3;0,1
10/03/2005;02.00.00;7,4;1562;50;23,2;820;586;1270;200;2254;1221;6,4;50,8;0,1
10/03/2005;03.00.00;5,3;1510;136;18,0;1035;480;1583;200;2202;887;8,8;53,1;0,1
10/03/2005;04.00.00;5,5;1433;369;19,2;1431;261;1728;116;1829;1031;15,4;58,3;0,1
10/03/2005;05.00.00;2,3;1226;222;6,3;1066;233;1704;63;1746;837;10,8;44,4;0,1
10/03/2005;06.00.00;0,6;1060;314;4,5;1236;11;1999;2;1703;897;19,4;57,6;0,1
10/03/2005;07.00.00;2,2;1141;229;8,4;1119;257;1834;110;1684;905;19,1;48,3;0,1
10/03/2005;08.00.00;7,7;1593;131;22,6;1127;587;1460;200;2089;1180;18,6;61,8;0,1
10/03/2005;09.00.00;3,7;1288;230;15,3;1215;290;1731;101;1590;1018;17,1;44,4;0,1
10/03/2005;10.00.00;4,7;1417;238;15,1;1244;398;1711;157;1921;895;22,2;60,9;0,1
10/03/2005;11.00.00;5,0;1525;68;17,1;906;371;1662;171;2067;1070;26,3;34,2;0,1
10/03/2005;12.00.00;3,1;1328;164;12,7;931;212;1794;88;1795;1001;26,0;44,6;0,1
10/03/2005;13.00.00;12,3;1131;315;107,6;1196;2250;1745;69;1931;799;55,8;56,0;0,1
10/03/2005;14.00.00;5,4;1472;282;18,6;1161;477;1623;194;2145;1032;23,2;65,3;0,1
10/03/2005;15.00.00;5,6;1417;376;18,5;1454;540;1586;200;1985;1069;26,0;31,8;0,1
10/03/2005;16.00.00;4,3;1354;92;10,0;953;290;1730;110;1884;960;21,6;53,4;0,1
10/03/2005;17.00.00;4,6;1394;323;15,2;1141;348;1842;119;1893;943;15,8;54,1;0,1
10/03/2005;18.00.00;5,3;1488;146;19,1;948;408;1654;146;1828;1008;13,6;65,2;0,1
10/03/2005;19.00.00;3,0;1199;50;9,8;904;210;1780;52;1581;834;10,6;40,9;0,1
10/03/2005;20.00.00;2,7;1129;119;8,8;966;264;1696;137;2105;878;7,4;60,6;0,1
10/03/2005;21.00.00;6,8;1599;294;22,3;1225;542;1534;195;1985;1189;11,5;57,7;0,1
10/03/2005;22.00.00;2,1;1159;219;4,8;1080;252;1845;92;1899;1021;5,0;66,2;0,1
10/03/2005;23.00.00;21,6;1211;337;86,4;1219;2420;1864;85;1724;782;58,2;71,7;0,1
11/03/2005;00.00.00;2,5;1257;80;10,3;965;260;1832;78;1738;916;5,0;65,4;0,106
11/03/2005;01.00.00;0,6;1064;122;0,1;1069;5;1921;2;1650;814;10,9;59,4;0,114
11/03/2005;02.00.00;2,6;1228;184;12,0;1159;265;1861;108;1903;990;3,8;50,3;0,1
11/03/2005;03.00.00;5,8;1458;248;18,7;1095;454;1803;165;2079;1161;14,6;67,5;0,1
11/03/2005;04.00.00;12,3;1124;164;114,7;1008;1694;1917;78;1790;959;58,4;57,6;0,1
11/03/2005;05.00.00;0,9;1089;123;5,4;1086;156;1913;63;1583;812;12,3;54,3;0,1
11/03/2005;06.00.00;3,0;1209;229;8,2;1229;384;1674;133;1927;1096;20,0;49,9;0,1
11/03/2005;07.00.00;5,9;1465;259;18,6;1078;574;1559;200;2186;1038;21,9;50,0;0,1
11/03/2005;08.00.00;0,9;1088;55;4,8;999;27;2208;23;1816;871;19,7;54,8;0,1
11/03/2005;09.00.00;14,1;1376;295;115,1;1244;2327;1600;200;2044;1121;50,9;54,3;0,1
11/03/2005;10.00.00;6,7;1518;277;25,1;1296;483;1521;200;1994;1174;28,4;50,4;0,1
11/03/2005;11.00.00;6,5;1568;134;21,7;960;549;1532;198;1975;1112;21,5;43,1;0,1
11/03/2005;12.00.00;6,1;1552;107;19,7;956;431;1704;151;1857;1060;26,7;33,6;0,1
11/03/2005;13.00.00;5,1;1355;218;17,6;1054;398;1542;138;1940;1070;26,3;42,1;0,1
11/03/2005;14.00.00;4,0;1310;376;16,2;1333;326;2005;142;2006;928;18,2;50,2;0,1
11/03/2005;15.00.00;6,7;1451;209;22,7;1082;484;1731;185;2055;1111;23,4;47,2;0,1
11/03/2005;16.00.00;4,2;1299;52;10,9;903;312;1820;126;2011;944;17,8;48,8;0,1
11/03/2005;17.00.00;1,8;1215;296;9,3;1356;204;1932;79;1735;851;16,9;61,0;0,1
11/03/2005;18.00.00;5,5;1403;186;20,4;1010;436;1621;157;1819;1172;12,1;50,2;0,1
11/03/2005;19.00.00;5,0;1426;177;17,3;1160;343;1700;145;2005;950;9,8;59,1;0,1
11/03/2005;20.00.00;1,0;1091;150;1,6;958;74;1876;37;1552;835;9,1;65,4;0,1
11/03/2005;21.00.00;5,8;1422;198;16,5;1078;525;1609;193;2023;1047;11,0;66,7;0,1
11/03/2005;22.00.00;4,2;1273;374;14,2;1390;366;1569;128;2029;973;6,4;53,1;0,1
11/03/2005;23.00.00;2,4;1289;146;9,4;925;165;1936;74;1673;981;3,7;64,7;0,1
12/03/2005;00.00.00;3,7;1355;303;17,5;1310;352;1629;171;2150;1032;8,2;72,0;0,1
12/03/2005;01.00.00;2,7;1201;212;10,2;1057;241;1798;97;1902;956;1,4;54,9;0,1
12/03/2005;02.00.00;7,6;1613;271;27,7;1290;501;1745;200;2062;987;3,3;61,1;0,1
12/03/2005;03.00.00;1,9;1112;87;7,9;1002;160;1786;113;1937;898;4,9;48,7;0,1
12/03/2005;04.00.00;2,6;1184;221;9,0;1206;265;1746;137;1765;938;10,8;61,1;0,1
12/03/2005;05.00.00;7,7;1574;258;26,4;1047;692;1566;200;2080;1215;12,1;56,4;0,1
12/03/2005;06.00.00;6,0;1540;156;19,6;1094;448;1705;182;2001;1059;15,2;44,6;0,1
12/03/2005;07.00.00;12,9;1216;291;97,5;1295;1788;1801;101;1873;931;59,2;54,9;0,1
12/03/2005;08.00.00;19,4;1470;203;117,9;1159;2966;1712;200;2293;1244;48,8;40,0;0,1
